日期,单品编码,单品名称,分类编码,分类名称,销量,销售额,交易笔数,打折笔数,打折销量,平均零售单价(元/千克),当日成本价(元/千克),单品损耗率(%),品类平均损耗率(%),成本加成率,有效单位成本(元/千克),成本价异常标记
2021-10-24,102900051010455,黄白菜(2),1011010101,花叶类,2.474,19.792,5,0,0.0,8.0,5.06,15.61,12.83,0.5810276679841899,5.995971086621637,0
2021-10-24,106949711300167,金针菇(袋)(2),1011010801,食用菌,28.0,109.2,28,0,0.0,3.9,2.39,6.64,9.45,0.6317991631799162,2.5599828620394174,0
2021-10-24,106958851400125,海鲜菇(袋)(4),1011010801,食用菌,7.0,34.300000000000004,7,0,0.0,4.9,3.04,11.13,9.45,0.611842105263158,3.420726904467199,0
2021-10-24,102900005118824,高瓜(1),1011010402,水生根茎类,0.658,10.528,3,0,0.0,16.0,8.65,29.25,13.65,0.8497109826589595,12.226148409893993,0
2021-10-24,102900011022764,长线茄,1011010501,茄类,2.317,41.706,6,0,0.0,18.0,11.31,6.9,6.68,0.5915119363395225,12.148227712137487,0
2021-10-24,102900005118817,菠菜,1011010101,花叶类,2.1270000000000002,58.705200000000005,6,0,0.0,27.599999999999998,18.3,18.51,12.83,0.5081967213114753,22.456743158669777,0
2021-10-24,102900005116257,紫茄子(2),1011010501,茄类,3.9890000000000003,47.868,8,0,0.0,12.0,7.12,6.07,6.68,0.6853932584269662,7.580112849994677,0
2021-10-24,102900005116899,净藕(1),1011010402,水生根茎类,47.259,285.978,61,52,43.219,6.051291817431601,4.6,5.54,13.65,0.31549822118078286,4.869786152868939,0
2021-10-24,102900005115779,云南生菜,1011010101,花叶类,28.522,285.22,58,0,0.0,10.000000000000002,5.27,15.25,12.83,0.8975332068311201,6.218289085545722,0
2021-10-24,102900005115793,小白菜,1011010101,花叶类,2.811,60.717600000000004,7,0,0.0,21.6,16.24,7.59,12.83,0.330049261083744,17.573855643328642,0
2021-10-24,102900005115823,上海青,1011010101,花叶类,4.535,49.885,10,0,0.0,11.0,5.68,14.43,12.83,0.9366197183098592,6.6378403646137665,0
2021-10-24,102900005115861,牛首油菜,1011010101,花叶类,7.031000000000001,42.186,18,0,0.0,5.999999999999999,3.7,12.17,12.83,0.6216216216216213,4.2126835933052496,0
2021-10-24,102900005115878,茼蒿,1011010101,花叶类,6.634,92.876,18,0,0.0,14.0,5.0,6.27,12.83,1.7999999999999998,5.334471353888829,0
2021-10-24,102900005115885,蔡甸藜蒿,1011010101,花叶类,1.4849999999999999,29.403,4,0,0.0,19.8,13.1,0.47,12.83,0.5114503816793894,13.16186074550387,0
2021-10-24,102900005115908,菜心,1011010101,花叶类,1.555,18.66,3,0,0.0,12.0,7.86,13.7,12.83,0.5267175572519083,9.10776361529548,0
2021-10-24,102900005115762,苋菜,1011010101,花叶类,3.888,46.656,6,0,0.0,12.0,8.18,18.52,12.83,0.4669926650366749,10.039273441335297,0
2021-10-24,102900005116219,红尖椒,1011010504,辣椒类,0.574,10.332,3,0,0.0,18.000000000000004,11.04,6.73,9.24,0.630434782608696,11.836603409456416,0
2021-10-24,102900005116226,青尖椒,1011010504,辣椒类,2.36,23.6,7,0,0.0,10.000000000000002,5.58,6.72,9.24,0.792114695340502,5.981989708404803,0
2021-10-24,102900005116233,红椒(1),1011010504,辣椒类,1.439,20.146,7,0,0.0,14.0,7.62,11.76,9.24,0.837270341207349,8.635539437896647,0
2021-10-24,102900005116943,红杭椒,1011010504,辣椒类,0.134,2.412,2,0,0.0,18.0,9.67,9.99,9.24,0.8614270941054809,10.743250749916676,0
2021-10-24,102900005116509,青茄子(1),1011010501,茄类,4.715,56.58,5,0,0.0,12.0,8.01,5.01,6.68,0.49812734082397014,8.432466575428993,0
2021-10-24,102900005116530,西峡香菇(1),1011010801,食用菌,19.632,314.112,80,0,0.0,16.0,10.34,13.82,9.45,0.5473887814313347,11.998143420747272,0
2021-10-24,102900005116714,西兰花,1011010201,花菜类,9.108,180.3384,28,0,0.0,19.8,13.34,9.26,15.51,0.4842578710644678,14.701344500771436,0
2021-10-24,102900005115984,云南油麦菜,1011010101,花叶类,5.357,48.213,12,0,0.0,9.0,5.7,12.81,12.83,0.5789473684210527,6.537446954926024,0
2021-10-25,102900005119975,红薯尖,1011010101,花叶类,3.132,12.528,7,0,0.0,4.0,2.0,8.42,12.83,1.0,2.1838829438742087,0
2021-10-25,102900005122654,枝江红菜苔,1011010101,花叶类,0.379,7.5042,1,0,0.0,19.8,13.23,11.38,12.83,0.4965986394557824,14.928909952606636,0
2021-10-25,102900005125808,小米椒,1011010504,辣椒类,0.278,5.5044,1,0,0.0,19.8,12.11,5.86,9.24,0.6350123864574733,12.863819842787338,0
2021-10-25,102900011000328,螺丝椒,1011010504,辣椒类,2.661,26.61,10,0,0.0,10.0,5.98,10.18,9.24,0.6722408026755851,6.6577599643731915,0
2021-10-25,102900011006689,东门口小白菜,1011010101,花叶类,3.1189999999999998,21.833,11,0,0.0,7.0,4.19,27.84,12.83,0.6706443914081144,5.806541019955654,0
2021-10-25,102900011008164,奶白菜,1011010101,花叶类,2.374,18.992,6,0,0.0,8.0,5.2,15.68,12.83,0.5384615384615383,6.166982922201139,0
2021-10-25,102900011016701,芜湖青椒(1),1011010504,辣椒类,18.786,150.288,45,0,0.0,8.0,6.74,5.7,9.24,0.18694362017804145,7.147401908801697,0
2021-10-25,102900051000463,圆茄子(2),1011010501,茄类,1.4220000000000002,17.064,3,0,0.0,11.999999999999998,8.61,6.71,6.68,0.39372822299651555,9.229285025190265,0
2021-10-25,102900011023464,小青菜(1),1011010101,花叶类,2.474,19.792,7,0,0.0,8.0,5.55,10.33,12.83,0.4414414414414416,6.189360990297758,0
2021-10-25,102900011029176,辣妹子,1011010504,辣椒类,1.054,12.648,3,0,0.0,12.0,7.73,0.0,9.24,0.5523932729624836,7.73,0
2021-10-25,102900051004294,青线椒,1011010504,辣椒类,1.548,18.576,8,0,0.0,12.0,6.33,7.8,9.24,0.8957345971563981,6.865509761388286,0
2021-10-25,102900051010455,黄白菜(2),1011010101,花叶类,1.286,12.86,2,0,0.0,10.0,5.06,15.61,12.83,0.9762845849802373,5.995971086621637,0
2021-10-25,106949711300167,金针菇(袋)(2),1011010801,食用菌,18.0,70.2,18,0,0.0,3.9000000000000004,2.4,6.64,9.45,0.6250000000000002,2.570694087403599,0
2021-10-25,106958851400125,海鲜菇(袋)(4),1011010801,食用菌,12.0,58.800000000000004,12,0,0.0,4.9,3.08,11.13,9.45,0.590909090909091,3.4657364689996624,0
2021-10-25,102900005118824,高瓜(1),1011010402,水生根茎类,0.42000000000000004,6.720000000000001,2,0,0.0,16.0,8.69,29.25,13.65,0.8411967779056388,12.28268551236749,0
2021-10-25,102900011022764,长线茄,1011010501,茄类,1.676,30.168,5,0,0.0,18.0,13.43,6.9,6.68,0.340282948622487,14.425349087003221,0
2021-10-25,102900005118817,菠菜,1011010101,花叶类,1.4100000000000001,38.916000000000004,4,0,0.0,27.6,18.3,18.51,12.83,0.5081967213114755,22.456743158669777,0
2021-10-25,102900005116943,红杭椒,1011010504,辣椒类,0.145,2.61,1,0,0.0,18.0,10.36,9.99,9.24,0.7374517374517375,11.509832240862126,0
2021-10-25,102900005116899,净藕(1),1011010402,水生根茎类,33.275999999999996,202.6098,44,37,28.353,6.088766678687343,4.6,5.54,13.65,0.32364493014942264,4.869786152868939,0
2021-10-25,102900005115762,苋菜,1011010101,花叶类,1.313,15.756,3,0,0.0,12.0,8.18,18.52,12.83,0.4669926650366749,10.039273441335297,0
2021-10-25,102900005115779,云南生菜,1011010101,花叶类,16.976,169.76,40,0,0.0,10.0,6.5,15.25,12.83,0.5384615384615385,7.669616519174041,0
2021-10-25,102900005115793,小白菜,1011010101,花叶类,1.2309999999999999,26.589600000000004,3,0,0.0,21.600000000000005,16.24,7.59,12.83,0.3300492610837442,17.573855643328642,0
2021-10-25,102900005115823,上海青,1011010101,花叶类,2.747,30.217,6,0,0.0,11.0,5.68,14.43,12.83,0.9366197183098592,6.6378403646137665,0
2021-10-25,102900005115878,茼蒿,1011010101,花叶类,3.68,29.44,9,0,0.0,8.0,4.73,6.27,12.83,0.6913319238900633,5.0464099007788334,0
2021-10-25,102900005115885,蔡甸藜蒿,1011010101,花叶类,0.737,14.592600000000001,2,0,0.0,19.8,13.24,0.47,12.83,0.49546827794561943,13.302521852707727,0
2021-10-25,102900005115908,菜心,1011010101,花叶类,1.355,16.259999999999998,2,0,0.0,11.999999999999998,7.85,13.7,12.83,0.5286624203821655,9.096176129779838,0
2021-10-25,102900005115861,牛首油菜,1011010101,花叶类,4.111,24.666,10,0,0.0,6.0,3.7,12.17,12.83,0.6216216216216215,4.2126835933052496,0
2021-10-25,102900005116219,红尖椒,1011010504,辣椒类,1.27,22.86,2,0,0.0,18.0,11.04,6.73,9.24,0.6304347826086958,11.836603409456416,0
2021-10-25,102900005116226,青尖椒,1011010504,辣椒类,0.171,1.7100000000000002,1,0,0.0,10.0,5.32,6.72,9.24,0.8796992481203008,5.7032590051457985,0
2021-10-25,102900005116233,红椒(1),1011010504,辣椒类,1.547,21.658,6,0,0.0,14.000000000000002,7.62,11.76,9.24,0.8372703412073492,8.635539437896647,0
2021-10-25,102900005116257,紫茄子(2),1011010501,茄类,4.181,50.172,8,0,0.0,12.0,7.12,6.07,6.68,0.6853932584269662,7.580112849994677,0
2021-10-25,102900005116530,西峡香菇(1),1011010801,食用菌,16.731,267.696,68,0,0.0,16.0,10.55,13.82,9.45,0.5165876777251184,12.241819447667673,0
2021-10-25,102900005116714,西兰花,1011010201,花菜类,8.749,173.2302,27,0,0.0,19.799999999999997,14.38,9.26,15.51,0.3769123783031987,15.84747630592903,0
2021-10-25,102900005115984,云南油麦菜,1011010101,花叶类,2.2319999999999998,20.088,6,0,0.0,9.000000000000002,5.8,12.81,12.83,0.5517241379310349,6.652139006766831,0
2021-10-26,102900011006689,东门口小白菜,1011010101,花叶类,1.839,12.873000000000001,7,0,0.0,7.000000000000001,4.18,27.84,12.83,0.6746411483253592,5.792682926829268,0
2021-10-26,102900005118824,高瓜(1),1011010402,水生根茎类,0.157,2.512,1,0,0.0,16.0,8.75,29.25,13.65,0.8285714285714285,12.367491166077738,0
2021-10-26,102900005119104,蟹味菇(1),1011010801,食用菌,1.0,3.9,1,0,0.0,3.9,2.71,9.24,9.45,0.4391143911439115,2.985896870868224,0
2021-10-26,102900005119975,红薯尖,1011010101,花叶类,4.066,16.264,9,0,0.0,4.0,2.0,8.42,12.83,1.0,2.1838829438742087,0
2021-10-26,102900005122654,枝江红菜苔,1011010101,花叶类,1.659,29.862,3,0,0.0,18.0,12.82,11.38,12.83,0.40405616224648977,14.466260437824419,0
2021-10-26,102900011000328,螺丝椒,1011010504,辣椒类,4.875,53.625,19,0,0.0,11.0,6.49,10.18,9.24,0.6949152542372881,7.2255622355822755,0
2021-10-26,102900011008164,奶白菜,1011010101,花叶类,3.2670000000000003,26.136000000000003,8,0,0.0,8.0,4.83,15.68,12.83,0.6563146997929605,5.728178368121442,0
2021-10-26,106958851400125,海鲜菇(袋)(4),1011010801,食用菌,5.0,24.5,5,0,0.0,4.9,3.08,11.13,9.45,0.590909090909091,3.4657364689996624,0
2021-10-26,102900011022764,长线茄,1011010501,茄类,1.921,34.578,4,0,0.0,18.0,13.44,6.9,6.68,0.3392857142857144,14.436090225563909,0
2021-10-26,102900011023464,小青菜(1),1011010101,花叶类,6.519,52.152,17,0,0.0,8.0,5.54,10.33,12.83,0.4440433212996391,6.178208988513438,0
2021-10-26,102900011029176,辣妹子,1011010504,辣椒类,3.311,39.732,11,0,0.0,12.0,7.73,0.0,9.24,0.5523932729624836,7.73,0
2021-10-26,102900051000463,圆茄子(2),1011010501,茄类,1.113,13.356,2,0,0.0,12.0,7.96,6.71,6.68,0.5075376884422111,8.532532961732231,0
2021-10-26,106971533450003,海鲜菇(包),1011010801,食用菌,4.0,15.6,4,0,0.0,3.9,3.14,0.0,9.45,0.2420382165605095,3.14,0
2021-10-26,106949711300167,金针菇(袋)(2),1011010801,食用菌,20.0,78.0,20,0,0.0,3.9,2.44,6.64,9.45,0.598360655737705,2.6135389888603258,0
2021-10-26,102900005118817,菠菜,1011010101,花叶类,3.9130000000000003,107.99880000000002,11,0,0.0,27.6,18.55,18.51,12.83,0.4878706199460916,22.763529267394773,0
2021-10-26,102900011016701,芜湖青椒(1),1011010504,辣椒类,20.516000000000002,205.16,52,0,0.0,9.999999999999998,6.51,5.7,9.24,0.5360983102918584,6.903499469777307,0
2021-10-26,102900005116943,红杭椒,1011010504,辣椒类,1.28,23.04,4,0,0.0,18.0,10.95,9.99,9.24,0.6438356164383563,12.165314965003887,0
2021-10-26,102900051010455,黄白菜(2),1011010101,花叶类,1.617,16.169999999999998,4,0,0.0,9.999999999999998,5.12,15.61,12.83,0.9531249999999996,6.067069558004503,0
2021-10-26,102900005116714,西兰花,1011010201,花菜类,12.041,238.41180000000003,33,0,0.0,19.8,14.38,9.26,15.51,0.3769123783031989,15.84747630592903,0
2021-10-26,102900005116899,净藕(1),1011010402,水生根茎类,37.059,223.671,57,52,34.864,6.0355379260098765,4.6,5.54,13.65,0.31207346217606013,4.869786152868939,0
2021-10-26,102900005115779,云南生菜,1011010101,花叶类,18.22,182.2,41,0,0.0,10.0,6.73,15.25,12.83,0.4858841010401187,7.941002949852508,0
2021-10-26,102900005115793,小白菜,1011010101,花叶类,0.56,12.096,2,0,0.0,21.599999999999998,16.24,7.59,12.83,0.3300492610837438,17.573855643328642,0
2021-10-26,102900005115823,上海青,1011010101,花叶类,2.291,25.201,8,0,0.0,11.0,5.68,14.43,12.83,0.9366197183098592,6.6378403646137665,0
2021-10-26,102900005115861,牛首油菜,1011010101,花叶类,5.7379999999999995,34.428,14,0,0.0,6.0,3.7,12.17,12.83,0.6216216216216215,4.2126835933052496,0
2021-10-26,102900005115878,茼蒿,1011010101,花叶类,9.097,72.776,24,0,0.0,8.0,4.76,6.27,12.83,0.680672268907563,5.078416728902165,0
2021-10-26,102900005115885,蔡甸藜蒿,1011010101,花叶类,0.859,17.008200000000002,3,0,0.0,19.800000000000004,13.25,0.47,12.83,0.49433962264150977,13.31256907465086,0
2021-10-26,102900005115762,苋菜,1011010101,花叶类,1.488,17.856,3,0,0.0,12.000000000000002,8.18,18.52,12.83,0.46699266503667514,10.039273441335297,0
2021-10-26,102900005115984,云南油麦菜,1011010101,花叶类,3.984,35.856,9,0,0.0,9.0,5.8,12.81,12.83,0.5517241379310345,6.652139006766831,0
2021-10-26,102900005116219,红尖椒,1011010504,辣椒类,1.114,20.052,2,0,0.0,17.999999999999996,11.04,6.73,9.24,0.6304347826086956,11.836603409456416,0
2021-10-26,102900005116226,青尖椒,1011010504,辣椒类,1.5659999999999998,15.66,4,0,0.0,10.000000000000002,5.27,6.72,9.24,0.8975332068311201,5.649656946826758,0
2021-10-26,102900005116233,红椒(1),1011010504,辣椒类,3.002,42.028,11,0,0.0,14.0,8.23,11.76,9.24,0.7010935601458079,9.326835902085223,0
2021-10-26,102900005116257,紫茄子(2),1011010501,茄类,4.868,58.416000000000004,11,0,0.0,12.0,7.96,6.07,6.68,0.5075376884422111,8.474395826679443,0
2021-10-26,102900005116509,青茄子(1),1011010501,茄类,0.778,9.336,1,0,0.0,12.0,8.06,5.01,6.68,0.48883374689826287,8.485103695125803,0
2021-10-26,102900005116530,西峡香菇(1),1011010801,食用菌,18.637,298.192,84,0,0.0,16.0,10.54,13.82,9.45,0.5180265654648957,12.230215827338128,0
2021-10-26,102900005115908,菜心,1011010101,花叶类,1.831,21.972,5,0,0.0,12.000000000000002,7.85,13.7,12.83,0.5286624203821659,9.096176129779838,0
2021-10-27,102900005122654,枝江红菜苔,1011010101,花叶类,0.473,8.514,1,0,0.0,18.0,12.2,11.38,12.83,0.47540983606557385,13.766644098397652,0
2021-10-27,102900011000328,螺丝椒,1011010504,辣椒类,2.931,32.241,14,0,0.0,11.0,6.5,10.18,9.24,0.6923076923076923,7.23669561344912,0
2021-10-27,102900011006689,东门口小白菜,1011010101,花叶类,2.17,15.19,6,0,0.0,7.0,4.03,27.84,12.83,0.7369727047146402,5.584811529933481,0
2021-10-27,102900011008164,奶白菜,1011010101,花叶类,3.481,27.848,12,0,0.0,8.0,4.73,15.68,12.83,0.6913319238900633,5.609582542694498,0
2021-10-27,102900011016701,芜湖青椒(1),1011010504,辣椒类,23.173,231.73,64,0,0.0,10.0,6.51,5.7,9.24,0.5360983102918588,6.903499469777307,0
2021-10-27,102900011022764,长线茄,1011010501,茄类,1.708,33.8184,4,0,0.0,19.799999999999997,13.52,6.9,6.68,0.46449704142011816,14.522019334049409,0
2021-10-27,102900051004294,青线椒,1011010504,辣椒类,1.881,22.572000000000003,9,0,0.0,12.000000000000002,6.37,7.8,9.24,0.883830455259027,6.908893709327549,0
2021-10-27,102900011029176,辣妹子,1011010504,辣椒类,1.815,21.78,6,0,0.0,12.000000000000002,7.43,0.0,9.24,0.6150740242261106,7.43,0
2021-10-27,102900051000463,圆茄子(2),1011010501,茄类,0.9390000000000001,13.146,2,0,0.0,14.0,7.96,6.71,6.68,0.7587939698492463,8.532532961732231,0
2021-10-27,102900051010455,黄白菜(2),1011010101,花叶类,1.587,15.870000000000001,3,0,0.0,10.0,5.36,15.61,12.83,0.8656716417910446,6.351463443535964,0
2021-10-27,106949711300167,金针菇(袋)(2),1011010801,食用菌,15.0,58.5,15,0,0.0,3.9,2.49,6.64,9.45,0.5662650602409638,2.667095115681234,0
2021-10-27,106958851400125,海鲜菇(袋)(4),1011010801,食用菌,4.0,19.6,4,0,0.0,4.9,3.09,11.13,9.45,0.585760517799353,3.476988860132778,0
2021-10-27,102900005119975,红薯尖,1011010101,花叶类,4.0920000000000005,16.368000000000002,9,0,0.0,4.0,2.0,8.42,12.83,1.0,2.1838829438742087,0
2021-10-27,102900011023464,小青菜(1),1011010101,花叶类,9.75,78.0,23,0,0.0,8.0,5.54,10.33,12.83,0.4440433212996391,6.178208988513438,0
2021-10-27,102900005118817,菠菜,1011010101,花叶类,1.5979999999999999,44.104800000000004,5,0,0.0,27.600000000000005,19.59,18.51,12.83,0.40888208269525284,24.039759479690762,0
2021-10-27,106971533450003,海鲜菇(包),1011010801,食用菌,1.0,3.9,1,0,0.0,3.9,3.14,0.0,9.45,0.2420382165605095,3.14,0
2021-10-27,102900005116899,净藕(1),1011010402,水生根茎类,36.161,218.4474,51,45,33.692,6.040966787422914,4.6,5.54,13.65,0.31325364943976397,4.869786152868939,0
2021-10-27,102900005115762,苋菜,1011010101,花叶类,1.914,22.968,4,0,0.0,12.0,8.0,18.52,12.83,0.5,9.818360333824252,0
2021-10-27,102900005115779,云南生菜,1011010101,花叶类,13.295,146.245,31,0,0.0,11.0,6.78,15.25,12.83,0.6224188790560472,8.0,0
2021-10-27,102900005115823,上海青,1011010101,花叶类,0.948,10.427999999999999,3,0,0.0,11.0,6.21,14.43,12.83,0.7713365539452497,7.257216314128783,0
2021-10-27,102900005115861,牛首油菜,1011010101,花叶类,4.1450000000000005,24.87,7,0,0.0,6.0,3.7,12.17,12.83,0.6216216216216215,4.2126835933052496,0
2021-10-27,102900005115878,茼蒿,1011010101,花叶类,6.849,54.792,17,0,0.0,8.0,4.84,6.27,12.83,0.6528925619834711,5.163768270564387,0
2021-10-27,102900005115908,菜心,1011010101,花叶类,1.916,22.992,5,0,0.0,12.000000000000002,7.85,13.7,12.83,0.5286624203821659,9.096176129779838,0
2021-10-27,102900005115984,云南油麦菜,1011010101,花叶类,4.053,36.477000000000004,10,0,0.0,9.000000000000002,5.95,12.81,12.83,0.5126050420168069,6.824177084528042,0
2021-10-27,102900005116943,红杭椒,1011010504,辣椒类,0.21799999999999997,4.3164,2,0,0.0,19.8,11.45,9.99,9.24,0.7292576419213976,12.720808799022329,0
2021-10-27,102900005116226,青尖椒,1011010504,辣椒类,1.315,13.15,4,0,0.0,10.0,5.57,6.72,9.24,0.7953321364452424,5.971269296740996,0
2021-10-27,102900005116233,红椒(1),1011010504,辣椒类,0.981,13.734,6,0,0.0,14.0,8.3,11.76,9.24,0.6867469879518071,9.406165004533094,0
2021-10-27,102900005116257,紫茄子(2),1011010501,茄类,4.189,50.268,11,0,0.0,12.0,8.0,6.07,6.68,0.5,8.516980730331097,0
2021-10-27,102900005116530,西峡香菇(1),1011010801,食用菌,15.369,245.904,70,0,0.0,16.0,10.47,13.82,9.45,0.5281757402101241,12.14899048503133,0
2021-10-27,102900005116714,西兰花,1011010201,花菜类,15.305,303.039,42,0,0.0,19.8,14.22,9.26,15.51,0.39240506329113933,15.671148335904784,0
2021-10-27,102900005116790,黄心菜(1),1011010101,花叶类,38.456,244.278,48,40,31.685,6.352142708550031,4.56,10.64,12.83,0.393013751875007,5.102954341987466,0
2021-10-27,102900005116219,红尖椒,1011010504,辣椒类,0.378,6.804,2,0,0.0,18.0,11.04,6.73,9.24,0.6304347826086958,11.836603409456416,0
2021-10-28,102900005119975,红薯尖,1011010101,花叶类,2.627,10.508,6,0,0.0,4.0,2.0,8.42,12.83,1.0,2.1838829438742087,0
2021-10-28,102900005122654,枝江红菜苔,1011010101,花叶类,0.8089999999999999,12.943999999999999,2,0,0.0,16.0,12.21,11.38,12.83,0.31040131040131036,13.777928232904538,0
2021-10-28,102900005123880,灯笼椒(1),1011010504,辣椒类,0.251,3.5140000000000002,1,0,0.0,14.0,8.23,16.33,9.24,0.7010935601458079,9.836261503525757,0
2021-10-28,102900011000328,螺丝椒,1011010504,辣椒类,3.241,35.651,14,0,0.0,11.0,6.36,10.18,9.24,0.7295597484276728,7.080828323313294,0
2021-10-28,102900011006689,东门口小白菜,1011010101,花叶类,2.17,15.19,4,0,0.0,7.0,3.8,27.84,12.83,0.8421052631578949,5.266075388026607,0
2021-10-28,102900011008164,奶白菜,1011010101,花叶类,3.253,26.024,9,0,0.0,8.0,4.65,15.68,12.83,0.7204301075268815,5.514705882352942,0
2021-10-28,102900011016701,芜湖青椒(1),1011010504,辣椒类,15.323,168.553,45,0,0.0,11.0,7.11,5.7,9.24,0.5471167369901546,7.539766702014847,0
2021-10-28,102900011029176,辣妹子,1011010504,辣椒类,2.157,25.884,8,0,0.0,12.0,6.94,0.0,9.24,0.7291066282420748,6.94,0
2021-10-28,102900011023464,小青菜(1),1011010101,花叶类,3.354,26.832,7,0,0.0,8.0,5.44,10.33,12.83,0.47058823529411753,6.066688970670236,0
2021-10-28,102900051000463,圆茄子(2),1011010501,茄类,0.48,6.72,1,0,0.0,14.0,8.3,6.71,6.68,0.6867469879518071,8.896987887233358,0
2021-10-28,102900051004294,青线椒,1011010504,辣椒类,1.9820000000000002,23.784000000000002,8,0,0.0,12.0,6.39,7.8,9.24,0.8779342723004695,6.9305856832971795,0
2021-10-28,102900051010455,黄白菜(2),1011010101,花叶类,3.927,39.269999999999996,7,0,0.0,9.999999999999998,5.36,15.61,12.83,0.8656716417910444,6.351463443535964,0
2021-10-28,106949711300167,金针菇(袋)(2),1011010801,食用菌,10.0,39.0,10,0,0.0,3.9,2.52,6.64,9.45,0.5476190476190477,2.699228791773779,0
2021-10-28,102900005118817,菠菜,1011010101,花叶类,1.438,37.1004,5,0,0.0,25.8,19.59,18.51,12.83,0.316998468606432,24.039759479690762,0
2021-10-28,102900011022764,长线茄,1011010501,茄类,0.8180000000000001,16.1964,2,0,0.0,19.8,14.45,6.9,6.68,0.3702422145328721,15.520945220193338,0
2021-10-28,106958851400125,海鲜菇(袋)(4),1011010801,食用菌,5.0,24.5,5,0,0.0,4.9,3.1,11.13,9.45,0.5806451612903227,3.488241251265894,0
2021-10-28,102900005116899,净藕(1),1011010402,水生根茎类,37.949,230.4564,59,50,33.345,6.072792431948141,4.6,5.54,13.65,0.32017226781481334,4.869786152868939,0
2021-10-28,102900005116790,黄心菜(1),1011010101,花叶类,29.848,182.806,45,43,27.989,6.124564459930315,4.6,10.64,12.83,0.3314270565065902,5.147717099373321,0
2021-10-28,102900005116943,红杭椒,1011010504,辣椒类,0.409,8.0982,3,0,0.0,19.8,11.49,9.99,9.24,0.7232375979112271,12.765248305743807,0
2021-10-28,102900005115762,苋菜,1011010101,花叶类,2.443,29.316,5,0,0.0,12.0,7.97,18.52,12.83,0.50564617314931,9.781541482572411,0
2021-10-28,102900005115779,云南生菜,1011010101,花叶类,11.434,125.774,29,0,0.0,11.0,6.78,15.25,12.83,0.6224188790560472,8.0,0
2021-10-28,102900005115793,小白菜,1011010101,花叶类,1.491,32.205600000000004,3,0,0.0,21.6,14.26,7.59,12.83,0.5147265077138852,15.431230386321825,0
2021-10-28,102900005115823,上海青,1011010101,花叶类,1.214,13.354,4,0,0.0,11.0,7.26,14.43,12.83,0.5151515151515151,8.484281874488723,0
2021-10-28,102900005115878,茼蒿,1011010101,花叶类,4.434,35.472,11,0,0.0,8.0,4.84,6.27,12.83,0.6528925619834711,5.163768270564387,0
2021-10-28,102900005115908,菜心,1011010101,花叶类,2.7520000000000002,33.024,5,0,0.0,12.0,7.86,13.7,12.83,0.5267175572519083,9.10776361529548,0
2021-10-28,102900005115861,牛首油菜,1011010101,花叶类,6.276,37.656,12,0,0.0,6.0,3.68,12.17,12.83,0.6304347826086956,4.189912330638734,0
2021-10-28,102900005116219,红尖椒,1011010504,辣椒类,0.278,5.0040000000000004,1,0,0.0,18.0,11.26,6.73,9.24,0.5985790408525755,12.072477752760802,0
2021-10-28,102900005116226,青尖椒,1011010504,辣椒类,1.015,10.15,4,0,0.0,10.000000000000002,5.67,6.72,9.24,0.7636684303350973,6.078473413379074,0
2021-10-28,102900005116233,红椒(1),1011010504,辣椒类,0.846,11.844000000000001,5,0,0.0,14.000000000000002,8.33,11.76,9.24,0.6806722689075633,9.440163191296465,0
2021-10-28,102900005116257,紫茄子(2),1011010501,茄类,1.824,21.888,4,0,0.0,12.0,8.0,6.07,6.68,0.5,8.516980730331097,0
2021-10-28,102900005116530,西峡香菇(1),1011010801,食用菌,16.659,266.544,72,0,0.0,16.0,10.6,13.82,9.45,0.509433962264151,12.299837549315386,0
2021-10-28,102900005116714,西兰花,1011010201,花菜类,6.449,127.6902,17,0,0.0,19.8,14.0,9.26,15.51,0.41428571428571437,15.428697377121447,0
2021-10-28,102900005115984,云南油麦菜,1011010101,花叶类,3.471,31.239,6,0,0.0,9.0,5.96,12.81,12.83,0.5100671140939597,6.835646289712122,0
2021-10-29,102900011008164,奶白菜,1011010101,花叶类,3.8369999999999997,26.858999999999998,10,0,0.0,7.0,4.16,15.68,12.83,0.6826923076923077,4.933586337760912,0
2021-10-29,102900005119975,红薯尖,1011010101,花叶类,0.909,3.636,3,0,0.0,4.0,2.0,8.42,12.83,1.0,2.1838829438742087,0
2021-10-29,102900005125808,小米椒,1011010504,辣椒类,0.05,0.8,1,0,0.0,16.0,12.75,5.86,9.24,0.2549019607843137,13.543658381134481,0
2021-10-29,102900011000328,螺丝椒,1011010504,辣椒类,2.644,37.016,7,0,0.0,13.999999999999998,6.22,10.18,9.24,1.2508038585209,6.924961033177466,0
2021-10-29,102900011006689,东门口小白菜,1011010101,花叶类,3.075,21.525,8,0,0.0,6.999999999999999,3.6,27.84,12.83,0.9444444444444442,4.988913525498892,0
2021-10-29,102900011016701,芜湖青椒(1),1011010504,辣椒类,15.218,182.616,46,0,0.0,12.000000000000002,7.31,5.7,9.24,0.641586867305062,7.75185577942736,0
2021-10-29,102900005118817,菠菜,1011010101,花叶类,4.289,110.65620000000001,9,0,0.0,25.800000000000004,19.27,18.51,12.83,0.33886870783601486,23.647073260522763,0
2021-10-29,102900011023464,小青菜(1),1011010101,花叶类,6.433,51.464,14,0,0.0,8.0,5.0,10.33,12.83,0.6000000000000001,5.576000892160143,0
